gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
SLC1A3,-8.030601501,-1.911994815,0,0,0.2657807309,0,1.911994815,Downregulated,25.07996647
TBL1XR1,8.036923409,1.103268266,0,0,0.8372093023,0,1.103268266,Upregulated,14.49460641
CSF1R,-8.043244362,-4.426695347,0,0,0.01993355482,0,4.426695347,Downregulated,58.249106
C6orf106,-8.061682701,-1.136356354,0,0,0.6146179402,0,1.136356354,Downregulated,15.02530108
RP11-325F22.2,8.064843178,2.562639713,0,0,0.5415282392,0,2.562639713,Upregulated,33.90855034
TBXAS1,-8.071954727,-1.392603993,0,0,0.2392026578,0,1.392603993,Downregulated,18.45831338
HCK,8.071691513,1.532355905,0,0,0.7508305648,0,1.532355905,Upregulated,20.31065948
CAMK1D,-8.103034973,-1.65628314,0,0,0.292358804,0,1.65628314,Downregulated,22.13261726
SGK223,-8.108039856,-3.519802332,0,0,0.05647840532,0,3.519802332,Downregulated,47.09133935
PLXDC2,-8.134378433,-2.118875504,0,0,0.122923588,0,2.118875504,Downregulated,28.54444513
PDE3B,-8.137539864,-1.686283231,0,0,0.3853820598,0,1.686283231,Downregulated,22.73294934
LILRB4,-8.145441055,-2.184059143,0,0,0.1029900332,0,2.184059143,Downregulated,29.50161378
FRG1,-8.173888206,-1.551964402,0,0,0.3754152824,0,1.551964402,Downregulated,21.11399603
NPTN,8.176522255,1.02398777,0,0,0.8272425249,0,1.02398777,Upregulated,13.93893351
PFDN5,-8.198120117,-1.110049605,0,0,0.6445182724,0,1.110049605,Downregulated,15.19494698
ARHGAP26,-8.198646545,-1.358237743,0,0,0.6013289037,0,1.358237743,Downregulated,18.5924296
LIMK2,8.203914642,1.89220345,0,0,0.634551495,0,1.89220345,Upregulated,25.93430847
CDC42EP3,8.221035004,1.147604346,0,0,0.8172757475,0,1.147604346,Upregulated,15.79793829
EFHD2,-8.223932266,-1.244523406,0,0,0.5448504983,0,1.244523406,Downregulated,17.14293215
SIRPA,-8.230780602,-1.284078121,0,0,0.5681063123,0,1.284078121,Downregulated,17.71732009
TFEC,-8.232625008,-1.992664456,0,0,0.1993355482,0,1.992664456,Downregulated,27.50385834
ACAA2,-8.28556633,-2.586603403,0,0,0.1096345515,0,2.586603403,Downregulated,36.19040423
CXCL1,8.312169075,2.125095844,0,0,0.7375415282,0,2.125095844,Upregulated,29.93592884
DAGLA,-8.324022293,-4.918076992,0,0,0.01328903654,0,4.918076992,Downregulated,69.48466067
HIGD2A,-8.32718277,-1.278366208,0,0,0.5514950166,0,1.278366208,Downregulated,18.07372245
AP2S1,-8.34087944,-1.354546547,0,0,0.4983388704,0,1.354546547,Downregulated,19.21631982
FRMD4B,-8.346147537,-3.48742485,0,0,0.07973421927,0,3.48742485,Downregulated,49.53202204
EPB41L3,8.345883369,1.527032375,0,0,0.7707641196,0,1.527032375,Upregulated,21.68849639
MYO1F,-8.360897064,-1.396227121,0,0,0.5382059801,0,1.396227121,Downregulated,19.9024765
TNFAIP6,8.363531113,1.917791009,0,0,0.7009966777,0,1.917791009,Upregulated,27.3520319
VASP,-8.373539925,-1.192250848,0,0,0.6478405316,0,1.192250848,Downregulated,17.04587703
ABTB2,8.380914688,1.971948385,0,0,0.6976744186,0,1.971948385,Upregulated,28.24323379
ATP5G3,-8.39408493,-1.87624836,0,0,0.3355481728,0,1.87624836,Downregulated,26.96019403
AKR1B1,-8.413576126,-2.022230387,0,0,0.2890365449,0,2.022230387,Downregulated,29.19974918
FCER2,-8.46493721,-3.401869297,0,0,0.05980066445,0,3.401869297,Downregulated,49.75671381
CLEC5A,-8.466254234,-2.101752996,0,0,0.2259136213,0,2.101752996,Downregulated,30.74701595
ATOX1,8.482058525,1.204547167,0,0,0.7674418605,0,1.204547167,Upregulated,17.690216
FAM49B,-8.487589836,-1.029075146,0,0,0.7774086379,0,1.029075146,Downregulated,15.13241266
STIP1,-8.489959717,-1.800626874,0,0,0.2990033223,0,1.800626874,Downregulated,26.49033134
SLC26A11,-8.502076149,-1.918768167,0,0,0.2790697674,0,1.918768167,Downregulated,28.31148212
TNFRSF18,-8.522093773,-3.591238499,0,0,0.0365448505,0,3.591238499,Downregulated,53.25092377
CXCL5,8.525781631,1.917011261,0,0,0.7873754153,0,1.917011261,Upregulated,28.44810219
RASAL2,-8.582674026,-1.874295592,0,0,0.4285714286,0,1.874295592,Downregulated,28.21182377
CKLF,-8.585308075,-2.423099756,0,0,0.1428571429,0,2.423099756,Downregulated,36.49155805
WIPF1,-8.586361885,-1.167660832,0,0,0.6478405316,0,1.167660832,Downregulated,17.58706604
GYPC,8.586361885,1.855270505,0,0,0.6544850498,0,1.855270505,Upregulated,27.94370076
IGSF6,-8.595581055,-2.833441257,0,0,0.09302325581,0,2.833441257,Downregulated,42.75782894
PTPRC,-8.615335464,-1.755769849,0,0,0.3455149502,0,1.755769849,Downregulated,26.61927547
TNS3,-8.616125107,-2.349891186,0,0,0.1594684385,0,2.349891186,Downregulated,35.62883849
ZFP36L2,-8.62007618,-1.551027298,0,0,0.4318936877,0,1.551027298,Downregulated,23.53647895
SH3BGRL,-8.626398087,-1.530631661,0,0,0.3222591362,0,1.530631661,Downregulated,23.26042444
CACYBP,-8.628504753,-1.56286788,0,0,0.3687707641,0,1.56286788,Downregulated,23.75945481
SFPQ,-8.637723923,-1.03552556,0,0,0.6976744186,0,1.03552556,Downregulated,15.7743333
RP11-1143G9.4,-8.640093803,-3.513314486,0,0,0.06312292359,0,3.513314486,Downregulated,53.5429115
HMG20B,-8.644044876,-2.662611008,0,0,0.1395348837,0,2.662611008,Downregulated,40.61236329
C3,8.664326668,1.518779993,0,0,0.7674418605,0,1.518779993,Upregulated,23.27963749
ABLIM1,-8.680656433,-2.217806816,0,0,0.2126245847,0,2.217806816,Downregulated,34.12749575
RASSF5,-8.682237625,-1.821583271,0,0,0.2425249169,0,1.821583271,Downregulated,28.03737612
COX7B,-8.734915733,-1.397493482,0,0,0.5880398671,0,1.397493482,Downregulated,21.78877703
KIAA0930,-8.742290497,-1.618652105,0,0,0.4817275748,0,1.618652105,Downregulated,25.2791837
RASGEF1B,-8.744398117,-1.737926483,0,0,0.3853820598,0,1.737926483,Downregulated,27.15210486
ZYX,-8.758621216,-2.220070124,0,0,0.1926910299,0,2.220070124,Downregulated,34.79621462
CD82,8.758621216,1.202854395,0,0,0.8504983389,0,1.202854395,Upregulated,18.85290885
ADA,8.770210266,2.119059324,0,0,0.6644518272,0,2.119059324,Upregulated,33.29795048
PIK3CB,8.771790504,1.09879303,0,0,0.8803986711,0,1.09879303,Upregulated,17.27009568
FOSL2,8.798130035,1.098175883,0,0,0.8737541528,0,1.098175883,Upregulated,17.36959086
ENOSF1,8.798130035,1.575157166,0,0,0.7674418605,0,1.575157166,Upregulated,24.91389214
PTPN6,-8.800237656,-2.231715679,0,0,0.1627906977,0,2.231715679,Downregulated,35.30624324
POR,-8.817884445,-1.927098513,0,0,0.2591362126,0,1.927098513,Downregulated,30.61431237
IRAK2,8.836585999,1.242169857,0,0,0.8604651163,0,1.242169857,Upregulated,19.8205978
ITGAX,-8.869772911,-1.400021672,0,0,0.6146179402,0,1.400021672,Downregulated,22.51687014
ARPC1B,-8.87240696,-1.299731016,0,0,0.6179401993,0,1.299731016,Downregulated,20.91409806
